Tab,Row,Col,Original,Patched,ChangeType
FAQ_SE,20,Källa FAQ / AI,"Följande färger finns i Nordique:
- Evo Greyge (Grå) – format: 430x120cm- Evo Gris Fonce (Övrigt) – format: 430x120cm- Evo Gris Fonce (kopia) (Övrigt) – format: 430x120cm- Evo Noir (Övrigt) – format: 430x120cm","Följande färger finns i Nordique:
- Evo Greyge (Grå) – format: INVALID_FORMATcm- Evo Gris Fonce (Övrigt) – format: INVALID_FORMATcm- Evo Gris Fonce (kopia) (Övrigt) – format: INVALID_FORMATcm- Evo Noir (Övrigt) – format: INVALID_FORMATcm",INVALID
FAQ_SE,21,answer_se,"Följande färger finns i Quartz:
- Antracite (Antracitgrå) – format: 430x120
- Diaspro (Övrigt) – format: 430x120
- Madera (Övrigt) – format: 430x120
- Prasio (Övrigt) – format: 430x120","Följande färger finns i Quartz:
- Antracite (Antracitgrå) – format: INVALID_FORMAT
- Diaspro (Övrigt) – format: INVALID_FORMAT
- Madera (Övrigt) – format: INVALID_FORMAT
- Prasio (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_SE,22,answer_se,"Följande färger finns i Roccia:
- Antracite (Antracitgrå) – format: 430x120
- Cream (Beige) – format: 430x120
- Light Grey (Grå) – format: 430x120
- Mud (Beige) – format: 430x120","Följande färger finns i Roccia:
- Antracite (Antracitgrå) – format: INVALID_FORMAT
- Cream (Beige) – format: INVALID_FORMAT
- Light Grey (Grå) – format: INVALID_FORMAT
- Mud (Beige) – format: INVALID_FORMAT",INVALID
FAQ_SE,24,answer_se,"Följande färger finns i Stella:
- Bone (Övrigt) – format: 430x120
- Cement (Övrigt) – format: 430x120
- Plomb (Grå) – format: 430x120","Följande färger finns i Stella:
- Bone (Övrigt) – format: INVALID_FORMAT
- Cement (Övrigt) – format: INVALID_FORMAT
- Plomb (Grå) – format: INVALID_FORMAT",INVALID
FAQ_SE,25,answer_se,"Följande färger finns i Stone:
- Landstone (Övrigt) – format: 430x120
- Nightstone (Övrigt) – format: 430x120
- Silverstone (Grå) – format: 430x120
- Sunstone (Övrigt) – format: 430x120","Följande färger finns i Stone:
- Landstone (Övrigt) – format: INVALID_FORMAT
- Nightstone (Övrigt) – format: INVALID_FORMAT
- Silverstone (Grå) – format: INVALID_FORMAT
- Sunstone (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_SE,26,answer_se,"Följande färger finns i Strada:
- Saint Luois (Övrigt) – format: 430x120
- Santa Fe' (Övrigt) – format: 430x120
- Santa Monica (Övrigt) – format: 430x120","Följande färger finns i Strada:
- Saint Luois (Övrigt) – format: INVALID_FORMAT
- Santa Fe' (Övrigt) – format: INVALID_FORMAT
- Santa Monica (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_SE,27,answer_se,"Följande färger finns i Travertin:
- Beige (Beige) – format: 430x120","Följande färger finns i Travertin:
- Beige (Beige) – format: INVALID_FORMAT",INVALID
FAQ_SE,28,Källa FAQ / AI,"Följande färger finns i Trentino:
- Avana (Övrigt) – format: 430x120cm- Canapa (Övrigt) – format: 430x120cm- Lino (Övrigt) – format: 430x120cm- Moro (Övrigt) – format: 430x120cm- Tabacco (Övrigt) – format: 430x120cm","Följande färger finns i Trentino:
- Avana (Övrigt) – format: INVALID_FORMATcm- Canapa (Övrigt) – format: INVALID_FORMATcm- Lino (Övrigt) – format: INVALID_FORMATcm- Moro (Övrigt) – format: INVALID_FORMATcm- Tabacco (Övrigt) – format: INVALID_FORMATcm",INVALID
FAQ_SE,29,answer_se,"Följande färger finns i Vintage:
- Bruges (Övrigt) – format: 430x120
- Gent (Övrigt) – format: 430x120
- Namur (Övrigt) – format: 430x120","Följande färger finns i Vintage:
- Bruges (Övrigt) – format: INVALID_FORMAT
- Gent (Övrigt) – format: INVALID_FORMAT
- Namur (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_SE,30,answer_se,"Följande färger finns i Konjak:
- Konjak (Övrigt) – format: 430x120","Följande färger finns i Konjak:
- Konjak (Övrigt) – format: INVALID_FORMAT",INVALID
FAQ_SE,181,answer_se,100x100 cm 20 mm,INVALID_FORMAT cm 20 mm,INVALID
FAQ_SE,182,question_se,Hur många fötter behövs per m² för plattor i storlek 100x100 cm 20 mm?,Hur många fötter behövs per m² för plattor i storlek INVALID_FORMAT cm 20 mm?,INVALID
FAQ_SE,183,answer_se,80x80 cm 20 mm,80x80cm cm 20 mm,NORMALIZED
FAQ_SE,184,question_se,Hur många fötter behövs per m² för plattor i storlek 80x80 cm 20 mm?,Hur många fötter behövs per m² för plattor i storlek 80x80cm cm 20 mm?,NORMALIZED
FAQ_SE,185,answer_se,60x60 cm 20 mm,60x60cm cm 20 mm,NORMALIZED
FAQ_SE,186,question_se,Hur många fötter behövs per m² för plattor i storlek 60x60 cm 20 mm?,Hur många fötter behövs per m² för plattor i storlek 60x60cm cm 20 mm?,NORMALIZED
FAQ_SE,187,answer_se,60x120 cm 20 mm,INVALID_FORMAT cm 20 mm,INVALID
FAQ_SE,188,question_se,Hur många fötter behövs per m² för plattor i storlek 60x120 cm 20 mm?,Hur många fötter behövs per m² för plattor i storlek INVALID_FORMAT cm 20 mm?,INVALID
FAQ_SE,189,answer_se,40x120 cm 20 mm,40x120cm cm 20 mm,NORMALIZED
FAQ_SE,190,question_se,Hur många fötter behövs per m² för plattor i storlek 40x120 cm 20 mm?,Hur många fötter behövs per m² för plattor i storlek 40x120cm cm 20 mm?,NORMALIZED
FAQ_SE,191,answer_se,80.0x80.0 cm 20 mm,80.INVALID_FORMAT.0 cm 20 mm,INVALID
FAQ_SE,192,question_se,Hur många fötter behövs per m² för plattor i storlek 80.0x80.0 cm 20 mm?,Hur många fötter behövs per m² för plattor i storlek 80.INVALID_FORMAT.0 cm 20 mm?,INVALID
FAQ_SE,193,answer_se,60.4x60.4 cm 20 mm,60.INVALID_FORMAT.4 cm 20 mm,INVALID
FAQ_SE,194,question_se,Hur många fötter behövs per m² för plattor i storlek 60.4x60.4 cm 20 mm?,Hur många fötter behövs per m² för plattor i storlek 60.INVALID_FORMAT.4 cm 20 mm?,INVALID
FAQ_SE,195,answer_se,120.8x120.8 cm 20 mm,120.INVALID_FORMAT.8 cm 20 mm,INVALID
FAQ_SE,196,question_se,Hur många fötter behövs per m² för plattor i storlek 120.8x120.8 cm 20 mm?,Hur många fötter behövs per m² för plattor i storlek 120.INVALID_FORMAT.8 cm 20 mm?,INVALID
FAQ_SE,197,answer_se,60.4x120.8 cm 20 mm,60.INVALID_FORMAT.8 cm 20 mm,INVALID
FAQ_SE,198,question_se,Hur många fötter behövs per m² för plattor i storlek 60.4x120.8 cm 20 mm?,Hur många fötter behövs per m² för plattor i storlek 60.INVALID_FORMAT.8 cm 20 mm?,INVALID
FAQ_SE,199,answer_se,90x90 cm 20 mm,90x90cm cm 20 mm,NORMALIZED
FAQ_SE,200,question_se,Hur många fötter behövs per m² för plattor i storlek 90x90 cm 20 mm?,Hur många fötter behövs per m² för plattor i storlek 90x90cm cm 20 mm?,NORMALIZED
FAQ_SE,201,question_se,Hur många fötter behövs per m² för plattor i storlek 60x60 cm 20 mm?,Hur många fötter behövs per m² för plattor i storlek 60x60cm cm 20 mm?,NORMALIZED
FAQ_SE,202,answer_se,"Vi erbjuder flera olika standardformat i 20 mm tjocklek. Exempel: 60x60, 80x80, 90x90, 60x120, 40x120, 100x100 och fler. Kontakta oss om du vill se hela listan.","Vi erbjuder flera olika standardformat i 20 mm tjocklek. Exempel: 60x60cm, 80x80, 90x90, 60x120, 40x120, 100x100 och fler. Kontakta oss om du vill se hela listan.",NORMALIZED
FAQ_SE,203,question_se,Jag letar en platta som är typ 60x60 – vilka format ligger närmast?,Jag letar en platta som är typ 60x60cm – vilka format ligger närmast?,NORMALIZED
FAQ_SE,203,answer_se,"Närmaste format till 60x60 cm är 60x60, 60x120 eller 90x90 cm beroende på önskemål om proportioner.","Närmaste format till 60x60cm cm är 60x60cm, 60x120 eller 90x90 cm beroende på önskemål om proportioner.",NORMALIZED
FAQ_SE,204,question_se,Jag letar en platta som är typ 80x80 – vilka format ligger närmast?,Jag letar en platta som är typ 80x80cm – vilka format ligger närmast?,NORMALIZED
FAQ_SE,204,answer_se,"Närmaste format till 80x80 cm är 80x80, 90x90 eller 100x100 cm.","Närmaste format till 80x80cm cm är 80x80cm, 90x90 eller 100x100 cm.",NORMALIZED
FAQ_SE,205,answer_se,"Standardstorlekar inkluderar 60x60, 80x80, 90x90, 60x120, 40x120, 100x100 cm. Vill du se fler format?","Standardstorlekar inkluderar 60x60cm, 80x80, 90x90, 60x120, 40x120, 100x100 cm. Vill du se fler format?",NORMALIZED
FAQ_SE,207,question_se,Jag har 35 m² av 60x60 cm – hur många fötter behöver jag?,Jag har 35 m² av 60x60cm cm – hur många fötter behöver jag?,NORMALIZED
FAQ_SE,207,answer_se,Beräkning: 60x60 cm kräver ca 2.78 fötter/m². För 35 m² blir det ungefär 97 fötter.,Beräkning: 60x60cm cm kräver ca 2.78 fötter/m². För 35 m² blir det ungefär 97 fötter.,NORMALIZED
FAQ_SE,208,answer_se,"Regel: ≤60 cm → ca 2.78 fötter/m², 80 cm → ca 6.25 fötter/m², 90 cm → ca 4.94 fötter/m², 100 cm → ca 4.0 fötter/m². Längre format (60x120 cm, 40x120 cm) → ca 2.78–4.17 fötter/m².","Regel: ≤60 cm → ca 2.78 fötter/m², 80 cm → ca 6.25 fötter/m², 90 cm → ca 4.94 fötter/m², 100 cm → ca 4.0 fötter/m². Längre format (INVALID_FORMAT cm, 40x120 cm) → ca 2.78–4.17 fötter/m².",INVALID
